1610.5,1365.8477
1611.5,1365.8342
1612.5,1366.2461
1613.5,1366.365
1614.5,1366.4451
1615.5,1366.1591
1616.5,1365.7358
1617.5,1365.6107
1618.5,1365.6038
1619.5,1365.7001
1620.5,1365.7001
1621.5,1365.7001
1622.5,1365.7001
1623.5,1365.7001
1624.5,1365.6621
1625.5,1365.8926
1626.5,1365.7816
1627.5,1365.7106
1628.5,1365.7577
1629.5,1365.7261
1630.5,1365.5946
1631.5,1365.6255
1632.5,1365.5946
1633.5,1365.6951
1634.5,1365.6157
1635.5,1365.6249
1636.5,1365.5946
1637.5,1365.5946
1638.5,1366.0768
1639.5,1366.1344
1640.5,1365.7001
1641.5,1365.5946
1642.5,1365.9277
1643.5,1365.7183
1644.5,1365.6761
1645.5,1365.5946
1646.5,1365.5946
1647.5,1365.5946
1648.5,1365.5946
1649.5,1365.5946
1650.5,1365.5946
1651.5,1365.5946
1652.5,1365.6227
1653.5,1365.601
1654.5,1365.5995
1655.5,1365.5981
1656.5,1365.5989
1657.5,1365.5961
1658.5,1365.5946
1659.5,1365.5946
1660.5,1365.6086
1661.5,1365.6002
1662.5,1365.5946
1663.5,1365.5946
1664.5,1365.5946
1665.5,1365.5946
1666.5,1365.5946
1667.5,1365.5946
1668.5,1365.5946
1669.5,1365.5946
1670.5,1365.5946
1671.5,1365.601
1672.5,1365.5974
1673.5,1365.5946
1674.5,1365.5961
1675.5,1365.5946
1676.5,1365.6073
1677.5,1365.5967
1678.5,1365.5961
1679.5,1365.5946
1680.5,1365.6002
1681.5,1365.5946
1682.5,1365.5946
1683.5,1365.5946
1684.5,1365.6045
1685.5,1365.5946
1686.5,1365.5989
1687.5,1365.5953
1688.5,1365.5981
1689.5,1365.5961
1690.5,1365.5946
1691.5,1365.5946
1692.5,1365.5946
1693.5,1365.5946
1694.5,1365.5946
1695.5,1365.5953
1696.5,1365.5946
1697.5,1365.5946
1698.5,1365.5946
1699.5,1365.5946
1700.5,1365.5974
1701.5,1365.5981
1702.5,1365.5989
1703.5,1365.6135
1704.5,1365.6234
1705.5,1365.6333
1706.5,1365.6171
1707.5,1365.6318
1708.5,1365.6143
1709.5,1365.6058
1710.5,1365.5974
1711.5,1365.5946
1712.5,1365.5946
1713.5,1365.5967
1714.5,1365.601
1715.5,1365.6199
1716.5,1365.6586
1717.5,1365.7177
1718.5,1365.6578
1719.5,1365.8329
1720.5,1365.759
1721.5,1365.745
1722.5,1365.6719
1723.5,1365.6255
1724.5,1365.7042
1725.5,1365.6846
1726.5,1365.849
1727.5,1365.8512
1728.5,1366.0459
1729.5,1365.7633
1730.5,1366.0845
1731.5,1365.5946
1732.5,1365.7211
1733.5,1365.5946
1734.5,1365.5946
1735.5,1365.7233
1736.5,1365.9362
1737.5,1365.7633
1738.5,1365.7141
1739.5,1365.9636
1740.5,1365.6599
1741.5,1366.0001
1742.5,1365.7078
1743.5,1365.653
1744.5,1365.5946
1745.5,1365.5946
1746.5,1365.5946
1747.5,1365.5946
1748.5,1366.0233
1749.5,1366.0388
1750.5,1366.0023
1751.5,1365.8314
1752.5,1365.7985
1753.5,1365.7626
1754.5,1365.6565
1755.5,1365.6277
1756.5,1365.6459
1757.5,1365.7689
1758.5,1365.8806
1759.5,1365.9425
1760.5,1365.9144
1761.5,1366.076
1762.5,1365.9193
1763.5,1365.835
1764.5,1365.809
1765.5,1365.6537
1766.5,1365.6206
1767.5,1365.8329
1768.5,1366.0957
1769.5,1366.2869
1770.5,1366.2806
1771.5,1366.1527
1772.5,1366.0599
1773.5,1365.8224
1774.5,1365.776
1775.5,1365.6339
1776.5,1365.6937
1777.5,1365.8638
1778.5,1366.1007
1779.5,1366.1625
1780.5,1365.9812
1781.5,1366.0944
1782.5,1365.8258
1783.5,1365.7429
1784.5,1365.6283
1785.5,1365.707
1786.5,1366.0396
1787.5,1366.2216
1788.5,1366.1744
1789.5,1366.1548
1790.5,1366.0521
1791.5,1365.8982
1792.5,1365.8898
1793.5,1365.8828
1794.5,1365.8069
1795.5,1365.705
1796.5,1365.6909
1797.5,1365.6487
1798.5,1365.6277
1799.5,1365.6339
1800.5,1365.6719
1801.5,1365.9537
1802.5,1365.8428
1803.5,1365.7246
1804.5,1365.7465
1805.5,1365.7745
1806.5,1365.6881
1807.5,1365.6298
1808.5,1365.6193
1809.5,1365.603
1810.5,1365.5946
1811.5,1365.5967
1812.5,1365.6227
1813.5,1365.6586
1814.5,1365.6677
1815.5,1365.7126
1816.5,1365.811
1817.5,1365.7914
1818.5,1365.7471
1819.5,1365.7295
1820.5,1365.6698
1821.5,1365.6249
1822.5,1365.6157
1823.5,1365.603
1824.5,1365.6305
1825.5,1365.6958
1826.5,1365.7957
1827.5,1365.9066
1828.5,1365.9952
1829.5,1366.0107
1830.5,1366.0465
1831.5,1365.8701
1832.5,1365.7542
1833.5,1365.6403
1834.5,1365.6635
1835.5,1365.92
1836.5,1366.2988
1837.5,1366.3635
1838.5,1366.1387
1839.5,1366.0521
1840.5,1365.9341
1841.5,1365.7816
1842.5,1365.7267
1843.5,1365.6522
1844.5,1365.6775
1845.5,1365.8041
1846.5,1365.9025
1847.5,1366.0023
1848.5,1366.1976
1849.5,1366.1829
1850.5,1365.9812
1851.5,1366.0029
1852.5,1365.9446
1853.5,1365.8448
1854.5,1365.7162
1855.5,1365.6262
1856.5,1365.6163
1857.5,1365.7169
1858.5,1365.9066
1859.5,1366.126
1860.5,1366.1963
1861.5,1366.0916
1862.5,1365.9496
1863.5,1365.8821
1864.5,1365.837
1865.5,1365.7534
1866.5,1365.6909
1867.5,1365.6382
1868.5,1365.7977
1869.5,1366.0325
1870.5,1366.2708
1871.5,1366.2054
1872.5,1366.1576
1873.5,1365.958
1874.5,1365.8406
1875.5,1365.7035
1876.5,1365.6586
1877.5,1365.6543
1878.5,1365.6135
1879.5,1365.6255
1880.5,1365.7689
1881.5,1365.9124
1882.5,1365.9313
1883.5,1365.9791
1884.5,1365.8812
1885.5,1365.7909
1886.5,1365.6487
1887.5,1365.6234
1888.5,1365.5962
1889.5,1365.5652
1890.5,1365.5912
1891.5,1365.8303
1892.5,1365.9163
1893.5,1366.0458
1894.5,1366.1332
1895.5,1366.0166
1896.5,1365.8434
1897.5,1365.7094
1898.5,1365.6982
1899.5,1365.6534
1900.5,1365.6216
1901.5,1365.5294
1902.5,1365.5165
1903.5,1365.7083
1904.5,1365.9651
1905.5,1365.7684
1906.5,1365.9651
1907.5,1365.8604
1908.5,1365.9426
1909.5,1365.8459
1910.5,1365.7173
1911.5,1365.6285
1912.5,1365.5706
1913.5,1365.5739
1914.5,1365.6302
1915.5,1365.9285
1916.5,1366.1349
1917.5,1366.2821
1918.5,1366.2454
1919.5,1366.0179
1920.5,1365.8523
1921.5,1365.7351
1922.5,1365.6019
1923.5,1365.6211
1924.5,1365.6436
1925.5,1365.8406
1926.5,1365.9348
1927.5,1366.1135
1928.5,1365.9885
1929.5,1365.9429
1930.5,1365.9159
1931.5,1365.778
1932.5,1365.6583
1933.5,1365.53
1934.5,1365.6361
1935.5,1365.85
1936.5,1366.2373
1937.5,1366.1718
1938.5,1366.1079
1939.5,1366.0894
1940.5,1366.0143
1941.5,1365.913
1942.5,1365.7847
1943.5,1365.6052
1944.5,1365.6224
1945.5,1365.885
1946.5,1365.9818
1947.5,1366.219
1948.5,1366.3475
1949.5,1366.2528
1950.5,1366.0098
1951.5,1365.7721
1952.5,1365.7653
1953.5,1365.6313
1954.5,1365.6599
1955.5,1365.7793
1956.5,1366.3097
1957.5,1366.6632
1958.5,1366.6246
1959.5,1366.3717
1960.5,1366.2682
1961.5,1365.923
1962.5,1365.7656
1963.5,1365.7152
1964.5,1365.7114
1965.5,1365.7378
1966.5,1365.9058
1967.5,1366.0889
1968.5,1366.1295
1969.5,1366.2069
1970.5,1366.2036
1971.5,1365.9354
1972.5,1366.0519
1973.5,1365.8131
1974.5,1365.7448
1975.5,1365.5466
1976.5,1365.6458
1977.5,1365.8248
1978.5,1366.2616
1979.5,1366.6193
1980.5,1366.6323
1981.5,1366.6829
1982.5,1366.2808
1983.5,1366.1989
1984.5,1365.8088
1985.5,1365.6382
1986.5,1365.6345
1987.5,1365.7865
1988.5,1366.0792
1989.5,1366.6445
1990.5,1366.5499
1991.5,1366.4423
1992.5,1366.2987
1993.5,1366.0251
1994.5,1365.7937
1995.5,1365.6962
1996.5,1365.6086
1997.5,1365.7365
1998.5,1366.0986
1999.5,1366.3817
2000.5,1366.662
